,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,time_diff[s],two_qubit_count
459,voqc,50.0,4.0,qubits/i_15_num_qubits_4,69.0,35.0,9.0,78.0,-0.10667133331298828,14.0
460,qfast,50.0,4.0,qubits/i_15_num_qubits_4,57.0,85.0,77.0,134.0,-11.704098224639893,19.0
461,pyzx,50.0,4.0,qubits/i_15_num_qubits_4,44.0,32.0,9.0,53.0,-0.06542706489562988,20.0
462,default,50.0,4.0,qubits/i_16_num_qubits_4,52.0,33.0,10.0,62.0,-7.152557373046875e-07,19.0
463,tket,50.0,4.0,qubits/i_16_num_qubits_4,37.0,19.0,2.0,39.0,-0.054260969161987305,7.0
464,qiskit,50.0,4.0,qubits/i_16_num_qubits_4,48.0,31.0,10.0,58.0,-0.01681685447692871,15.0
465,tpar,50.0,4.0,qubits/i_16_num_qubits_4,71.0,52.0,2.0,73.0,-0.07760429382324219,48.0
466,voqc,50.0,4.0,qubits/i_16_num_qubits_4,55.0,34.0,2.0,57.0,-0.10175681114196777,15.0
467,qfast,50.0,4.0,qubits/i_16_num_qubits_4,39.0,60.0,53.0,92.0,-6.2914228439331055,13.0
468,pyzx,50.0,4.0,qubits/i_16_num_qubits_4,41.0,26.0,2.0,43.0,-0.0636754035949707,22.0
469,default,50.0,4.0,qubits/i_17_num_qubits_4,70.0,42.0,8.0,78.0,-4.76837158203125e-07,15.0
470,tket,50.0,4.0,qubits/i_17_num_qubits_4,44.0,29.0,10.0,54.0,-0.05455923080444336,10.0
471,qiskit,50.0,4.0,qubits/i_17_num_qubits_4,70.0,42.0,8.0,78.0,-0.02094244956970215,15.0
472,tpar,50.0,4.0,qubits/i_17_num_qubits_4,86.0,62.0,6.0,92.0,-0.0791177749633789,42.0
473,voqc,50.0,4.0,qubits/i_17_num_qubits_4,91.0,54.0,6.0,97.0,-0.11321330070495605,15.0
474,qfast,50.0,4.0,qubits/i_17_num_qubits_4,51.0,69.0,69.0,120.0,-11.432891130447388,17.0
475,pyzx,50.0,4.0,qubits/i_17_num_qubits_4,43.0,34.0,6.0,49.0,-0.06603860855102539,20.0
476,default,50.0,4.0,qubits/i_18_num_qubits_4,53.0,32.0,13.0,66.0,-7.152557373046875e-07,11.0
477,tket,50.0,4.0,qubits/i_18_num_qubits_4,43.0,28.0,9.0,52.0,-0.05042076110839844,10.0
478,qiskit,50.0,4.0,qubits/i_18_num_qubits_4,53.0,32.0,13.0,66.0,-0.017180442810058594,11.0
479,tpar,50.0,4.0,qubits/i_18_num_qubits_4,67.0,51.0,9.0,76.0,-0.07723188400268555,37.0
480,voqc,50.0,4.0,qubits/i_18_num_qubits_4,63.0,41.0,9.0,72.0,-0.1069788932800293,11.0
481,qfast,50.0,4.0,qubits/i_18_num_qubits_4,63.0,95.0,83.0,146.0,-10.521766901016235,21.0
482,pyzx,50.0,4.0,qubits/i_18_num_qubits_4,44.0,40.0,9.0,53.0,-0.0661001205444336,21.0
483,default,50.0,4.0,qubits/i_19_num_qubits_4,64.0,36.0,10.0,74.0,-7.152557373046875e-07,12.0
484,tket,50.0,4.0,qubits/i_19_num_qubits_4,52.0,26.0,9.0,61.0,-0.052706003189086914,7.0
485,qiskit,50.0,4.0,qubits/i_19_num_qubits_4,64.0,36.0,10.0,74.0,-0.018242597579956055,12.0
486,tpar,50.0,4.0,qubits/i_19_num_qubits_4,79.0,54.0,6.0,85.0,-0.07686018943786621,35.0
487,voqc,50.0,4.0,qubits/i_19_num_qubits_4,79.0,45.0,6.0,85.0,-0.10572195053100586,10.0
488,qfast,50.0,4.0,qubits/i_19_num_qubits_4,45.0,63.0,61.0,106.0,-10.913750648498535,15.0
489,pyzx,50.0,4.0,qubits/i_19_num_qubits_4,45.0,38.0,6.0,51.0,-0.0642707347869873,21.0
490,default,50.0,4.0,qubits/i_20_num_qubits_4,64.0,35.0,12.0,76.0,-4.76837158203125e-07,14.0
491,tket,50.0,4.0,qubits/i_20_num_qubits_4,55.0,37.0,6.0,61.0,-0.05328106880187988,10.0
492,qiskit,50.0,4.0,qubits/i_20_num_qubits_4,64.0,35.0,12.0,76.0,-0.01822376251220703,14.0
493,tpar,50.0,4.0,qubits/i_20_num_qubits_4,65.0,40.0,6.0,71.0,-0.07248592376708984,21.0
494,voqc,50.0,4.0,qubits/i_20_num_qubits_4,85.0,52.0,6.0,91.0,-0.1070866584777832,12.0
495,qfast,50.0,4.0,qubits/i_20_num_qubits_4,96.0,124.0,122.0,218.0,-48.61454677581787,32.0
496,pyzx,50.0,4.0,qubits/i_20_num_qubits_4,47.0,31.0,6.0,53.0,-0.06357145309448242,25.0
497,default,50.0,4.0,qubits/i_21_num_qubits_4,74.0,46.0,10.0,84.0,-4.76837158203125e-07,11.0
498,tket,50.0,4.0,qubits/i_21_num_qubits_4,43.0,21.0,8.0,51.0,-0.050797224044799805,10.0
499,qiskit,50.0,4.0,qubits/i_21_num_qubits_4,74.0,46.0,10.0,84.0,-0.017597198486328125,11.0
500,tpar,50.0,4.0,qubits/i_21_num_qubits_4,67.0,48.0,8.0,75.0,-0.07367801666259766,33.0
501,voqc,50.0,4.0,qubits/i_21_num_qubits_4,86.0,46.0,8.0,94.0,-0.10920310020446777,11.0
502,qfast,50.0,4.0,qubits/i_21_num_qubits_4,54.0,68.0,72.0,126.0,-15.565948724746704,18.0
503,pyzx,50.0,4.0,qubits/i_21_num_qubits_4,47.0,32.0,8.0,55.0,-0.12551355361938477,22.0
504,default,50.0,4.0,qubits/i_22_num_qubits_4,54.0,38.0,12.0,66.0,-4.76837158203125e-07,18.0
505,tket,50.0,4.0,qubits/i_22_num_qubits_4,58.0,38.0,10.0,68.0,-0.05561184883117676,12.0
506,qiskit,50.0,4.0,qubits/i_22_num_qubits_4,52.0,36.0,12.0,64.0,-0.018049240112304688,16.0
507,tpar,50.0,4.0,qubits/i_22_num_qubits_4,54.0,39.0,10.0,64.0,-0.07363724708557129,31.0
508,voqc,50.0,4.0,qubits/i_22_num_qubits_4,62.0,48.0,10.0,72.0,-0.10593008995056152,16.0
509,qfast,50.0,4.0,qubits/i_22_num_qubits_4,54.0,85.0,72.0,126.0,-8.792223453521729,18.0
510,pyzx,50.0,4.0,qubits/i_22_num_qubits_4,47.0,40.0,10.0,57.0,-0.13201069831848145,18.0
511,default,50.0,4.0,qubits/i_23_num_qubits_4,62.0,34.0,14.0,76.0,-9.5367431640625e-07,8.0
512,tket,50.0,4.0,qubits/i_23_num_qubits_4,43.0,22.0,8.0,51.0,-0.05110001564025879,7.0
513,qiskit,50.0,4.0,qubits/i_23_num_qubits_4,62.0,34.0,14.0,76.0,-0.01970696449279785,8.0
514,tpar,50.0,4.0,qubits/i_23_num_qubits_4,67.0,48.0,8.0,75.0,-0.07397079467773438,28.0
515,voqc,50.0,4.0,qubits/i_23_num_qubits_4,69.0,43.0,8.0,77.0,-0.10417723655700684,8.0
516,qfast,50.0,4.0,qubits/i_23_num_qubits_4,51.0,76.0,67.0,118.0,-12.020493030548096,17.0
517,pyzx,50.0,4.0,qubits/i_23_num_qubits_4,39.0,35.0,6.0,45.0,-0.12581229209899902,19.0
518,default,50.0,4.0,qubits/i_24_num_qubits_4,51.0,36.0,13.0,64.0,-7.152557373046875e-07,15.0
519,tket,50.0,4.0,qubits/i_24_num_qubits_4,35.0,25.0,5.0,40.0,-0.05111336708068848,7.0
520,qiskit,50.0,4.0,qubits/i_24_num_qubits_4,49.0,32.0,13.0,62.0,-0.016687393188476562,13.0
521,tpar,50.0,4.0,qubits/i_24_num_qubits_4,65.0,51.0,5.0,70.0,-0.07555246353149414,39.0
522,voqc,50.0,4.0,qubits/i_24_num_qubits_4,60.0,43.0,5.0,65.0,-0.10271263122558594,13.0
523,qfast,50.0,4.0,qubits/i_24_num_qubits_4,54.0,62.0,72.0,126.0,-10.528719663619995,18.0
524,pyzx,50.0,4.0,qubits/i_24_num_qubits_4,27.0,21.0,3.0,30.0,-0.1171877384185791,10.0
525,default,50.0,4.0,qubits/i_25_num_qubits_4,71.0,39.0,11.0,82.0,-7.152557373046875e-07,16.0
526,tket,50.0,4.0,qubits/i_25_num_qubits_4,50.0,35.0,9.0,59.0,-0.053467512130737305,11.0
527,qiskit,50.0,4.0,qubits/i_25_num_qubits_4,71.0,39.0,11.0,82.0,-0.020392417907714844,16.0
528,tpar,50.0,4.0,qubits/i_25_num_qubits_4,85.0,50.0,5.0,90.0,-0.07893061637878418,35.0
529,voqc,50.0,4.0,qubits/i_25_num_qubits_4,105.0,60.0,5.0,110.0,-0.1135256290435791,14.0
530,qfast,50.0,4.0,qubits/i_25_num_qubits_4,72.0,102.0,94.0,166.0,-31.136743783950806,24.0
531,pyzx,50.0,4.0,qubits/i_25_num_qubits_4,37.0,28.0,5.0,42.0,-0.12581920623779297,17.0
532,default,50.0,4.0,qubits/i_26_num_qubits_4,55.0,39.0,13.0,68.0,-4.76837158203125e-07,15.0
533,tket,50.0,4.0,qubits/i_26_num_qubits_4,54.0,34.0,7.0,61.0,-0.05321383476257324,11.0
534,qiskit,50.0,4.0,qubits/i_26_num_qubits_4,55.0,39.0,13.0,68.0,-0.016919612884521484,15.0
535,tpar,50.0,4.0,qubits/i_26_num_qubits_4,66.0,52.0,7.0,73.0,-0.07340359687805176,32.0
536,voqc,50.0,4.0,qubits/i_26_num_qubits_4,70.0,51.0,7.0,77.0,-0.10423064231872559,13.0
537,qfast,50.0,4.0,qubits/i_26_num_qubits_4,54.0,78.0,70.0,124.0,-6.052830934524536,18.0
538,pyzx,50.0,4.0,qubits/i_26_num_qubits_4,42.0,29.0,7.0,49.0,-0.12679719924926758,20.0
539,default,50.0,4.0,qubits/i_27_num_qubits_4,66.0,30.0,12.0,78.0,-4.76837158203125e-07,10.0
540,tket,50.0,4.0,qubits/i_27_num_qubits_4,59.0,25.0,8.0,67.0,-0.053621768951416016,9.0
541,qiskit,50.0,4.0,qubits/i_27_num_qubits_4,66.0,30.0,12.0,78.0,-0.021403789520263672,10.0
542,tpar,50.0,4.0,qubits/i_27_num_qubits_4,73.0,41.0,8.0,81.0,-0.07631778717041016,21.0
543,voqc,50.0,4.0,qubits/i_27_num_qubits_4,81.0,39.0,8.0,89.0,-0.10915040969848633,10.0
544,qfast,50.0,4.0,qubits/i_27_num_qubits_4,60.0,80.0,82.0,142.0,-18.933035850524902,20.0
545,pyzx,50.0,4.0,qubits/i_27_num_qubits_4,45.0,33.0,8.0,53.0,-0.13007569313049316,21.0
546,default,50.0,4.0,qubits/i_28_num_qubits_4,82.0,44.0,12.0,94.0,-4.76837158203125e-07,9.0
547,tket,50.0,4.0,qubits/i_28_num_qubits_4,35.0,26.0,8.0,43.0,-0.049625396728515625,7.0
548,qiskit,50.0,4.0,qubits/i_28_num_qubits_4,80.0,41.0,12.0,92.0,-0.019944429397583008,7.0
549,tpar,50.0,4.0,qubits/i_28_num_qubits_4,72.0,47.0,8.0,80.0,-0.07502460479736328,29.0
550,voqc,50.0,4.0,qubits/i_28_num_qubits_4,93.0,56.0,8.0,101.0,-0.10985517501831055,7.0
551,qfast,50.0,4.0,qubits/i_28_num_qubits_4,48.0,65.0,64.0,112.0,-12.311157941818237,16.0
552,pyzx,50.0,4.0,qubits/i_28_num_qubits_4,38.0,25.0,8.0,46.0,-0.12372326850891113,15.0
553,default,50.0,4.0,qubits/i_29_num_qubits_4,67.0,36.0,11.0,78.0,-4.76837158203125e-07,14.0
554,tket,50.0,4.0,qubits/i_29_num_qubits_4,52.0,30.0,8.0,60.0,-0.052872657775878906,12.0
555,qiskit,50.0,4.0,qubits/i_29_num_qubits_4,67.0,36.0,11.0,78.0,-0.020346403121948242,14.0
556,tpar,50.0,4.0,qubits/i_29_num_qubits_4,69.0,43.0,5.0,74.0,-0.07421731948852539,27.0
557,voqc,50.0,4.0,qubits/i_29_num_qubits_4,83.0,44.0,5.0,88.0,-0.11089515686035156,14.0
558,qfast,50.0,4.0,qubits/i_29_num_qubits_4,87.0,122.0,113.0,200.0,-40.15197825431824,29.0
559,pyzx,50.0,4.0,qubits/i_29_num_qubits_4,44.0,33.0,5.0,49.0,-0.06306958198547363,21.0
560,default,50.0,4.0,qubits/i_30_num_qubits_4,58.0,36.0,12.0,70.0,-7.152557373046875e-07,11.0
561,tket,50.0,4.0,qubits/i_30_num_qubits_4,36.0,20.0,6.0,42.0,-0.04922628402709961,8.0
562,qiskit,50.0,4.0,qubits/i_30_num_qubits_4,58.0,36.0,12.0,70.0,-0.016061782836914062,11.0
563,tpar,50.0,4.0,qubits/i_30_num_qubits_4,67.0,51.0,6.0,73.0,-0.07428383827209473,28.0
564,voqc,50.0,4.0,qubits/i_30_num_qubits_4,72.0,50.0,6.0,78.0,-0.10484099388122559,11.0
565,qfast,50.0,4.0,qubits/i_30_num_qubits_4,45.0,55.0,61.0,106.0,-11.52100658416748,15.0
566,pyzx,50.0,4.0,qubits/i_30_num_qubits_4,34.0,26.0,6.0,40.0,-0.12030911445617676,16.0
567,default,50.0,4.0,qubits/i_31_num_qubits_4,65.0,46.0,11.0,76.0,-9.5367431640625e-07,13.0
568,tket,50.0,4.0,qubits/i_31_num_qubits_4,49.0,27.0,7.0,56.0,-0.05318284034729004,9.0
569,qiskit,50.0,4.0,qubits/i_31_num_qubits_4,63.0,44.0,11.0,74.0,-0.01924729347229004,11.0
570,tpar,50.0,4.0,qubits/i_31_num_qubits_4,65.0,45.0,7.0,72.0,-0.0734090805053711,22.0
571,voqc,50.0,4.0,qubits/i_31_num_qubits_4,85.0,60.0,7.0,92.0,-0.1098778247833252,11.0
572,qfast,50.0,4.0,qubits/i_31_num_qubits_4,42.0,60.0,58.0,100.0,-7.8612730503082275,14.0
573,pyzx,50.0,4.0,qubits/i_31_num_qubits_4,38.0,41.0,7.0,45.0,-0.1257932186126709,20.0
574,default,50.0,4.0,qubits/i_32_num_qubits_4,64.0,37.0,10.0,74.0,-7.152557373046875e-07,9.0
575,tket,50.0,4.0,qubits/i_32_num_qubits_4,49.0,29.0,8.0,57.0,-0.05054163932800293,8.0
576,qiskit,50.0,4.0,qubits/i_32_num_qubits_4,64.0,37.0,10.0,74.0,-0.017032146453857422,9.0
577,tpar,50.0,4.0,qubits/i_32_num_qubits_4,78.0,51.0,4.0,82.0,-0.07606053352355957,30.0
578,voqc,50.0,4.0,qubits/i_32_num_qubits_4,78.0,40.0,4.0,82.0,-0.10437226295471191,9.0
579,qfast,50.0,4.0,qubits/i_32_num_qubits_4,36.0,44.0,50.0,86.0,-6.74618124961853,12.0
580,pyzx,50.0,4.0,qubits/i_32_num_qubits_4,46.0,33.0,4.0,50.0,-0.12447714805603027,23.0
581,default,50.0,4.0,qubits/i_33_num_qubits_4,59.0,34.0,13.0,72.0,-4.76837158203125e-07,13.0
582,tket,50.0,4.0,qubits/i_33_num_qubits_4,41.0,26.0,9.0,50.0,-0.05147838592529297,9.0
583,qiskit,50.0,4.0,qubits/i_33_num_qubits_4,59.0,34.0,13.0,72.0,-0.01743459701538086,13.0
584,tpar,50.0,4.0,qubits/i_33_num_qubits_4,88.0,61.0,9.0,97.0,-0.08219313621520996,53.0
585,voqc,50.0,4.0,qubits/i_33_num_qubits_4,72.0,41.0,9.0,81.0,-0.10646510124206543,11.0
586,qfast,50.0,4.0,qubits/i_33_num_qubits_4,45.0,67.0,63.0,108.0,-11.53895092010498,15.0
587,pyzx,50.0,4.0,qubits/i_33_num_qubits_4,44.0,30.0,9.0,53.0,-0.12445712089538574,19.0
588,default,50.0,4.0,qubits/i_34_num_qubits_4,61.0,33.0,13.0,74.0,-4.76837158203125e-07,13.0
589,tket,50.0,4.0,qubits/i_34_num_qubits_4,52.0,25.0,7.0,59.0,-0.05204463005065918,8.0
590,qiskit,50.0,4.0,qubits/i_34_num_qubits_4,59.0,33.0,13.0,72.0,-0.01698470115661621,11.0
591,tpar,50.0,4.0,qubits/i_34_num_qubits_4,59.0,33.0,3.0,62.0,-0.06876087188720703,16.0
592,voqc,50.0,4.0,qubits/i_34_num_qubits_4,83.0,41.0,3.0,86.0,-0.10542511940002441,11.0
593,qfast,50.0,4.0,qubits/i_34_num_qubits_4,33.0,47.0,45.0,78.0,-3.0078952312469482,11.0
594,pyzx,50.0,4.0,qubits/i_34_num_qubits_4,31.0,19.0,3.0,34.0,-0.11915755271911621,11.0
595,default,50.0,4.0,qubits/i_35_num_qubits_4,73.0,41.0,11.0,84.0,-1.1920928955078125e-06,12.0
596,tket,50.0,4.0,qubits/i_35_num_qubits_4,56.0,36.0,7.0,63.0,-0.056198835372924805,8.0
597,qiskit,50.0,4.0,qubits/i_35_num_qubits_4,73.0,41.0,11.0,84.0,-0.019524574279785156,12.0
598,tpar,50.0,4.0,qubits/i_35_num_qubits_4,68.0,43.0,7.0,75.0,-0.07458877563476562,24.0
599,voqc,50.0,4.0,qubits/i_35_num_qubits_4,103.0,53.0,7.0,110.0,-0.11151790618896484,10.0
600,qfast,50.0,4.0,qubits/i_35_num_qubits_4,69.0,105.0,91.0,160.0,-40.82632493972778,23.0
601,pyzx,50.0,4.0,qubits/i_35_num_qubits_4,41.0,28.0,7.0,48.0,-0.06359553337097168,13.0
602,default,50.0,4.0,qubits/i_36_num_qubits_4,70.0,39.0,10.0,80.0,-4.76837158203125e-07,12.0
603,tket,50.0,4.0,qubits/i_36_num_qubits_4,47.0,23.0,4.0,51.0,-0.05325126647949219,9.0
604,qiskit,50.0,4.0,qubits/i_36_num_qubits_4,70.0,39.0,10.0,80.0,-0.019561052322387695,12.0
605,tpar,50.0,4.0,qubits/i_36_num_qubits_4,71.0,48.0,4.0,75.0,-0.0764777660369873,24.0
606,voqc,50.0,4.0,qubits/i_36_num_qubits_4,103.0,58.0,4.0,107.0,-0.11366987228393555,12.0
607,qfast,50.0,4.0,qubits/i_36_num_qubits_4,45.0,66.0,63.0,108.0,-14.38852858543396,15.0
608,pyzx,50.0,4.0,qubits/i_36_num_qubits_4,33.0,24.0,4.0,37.0,-0.06160855293273926,14.0
609,default,50.0,4.0,qubits/i_37_num_qubits_4,65.0,39.0,13.0,78.0,-7.152557373046875e-07,15.0
610,tket,50.0,4.0,qubits/i_37_num_qubits_4,39.0,27.0,5.0,44.0,-0.051107168197631836,9.0
611,qiskit,50.0,4.0,qubits/i_37_num_qubits_4,63.0,39.0,13.0,76.0,-0.017162084579467773,13.0
612,tpar,50.0,4.0,qubits/i_37_num_qubits_4,70.0,50.0,5.0,75.0,-0.07446646690368652,32.0
613,voqc,50.0,4.0,qubits/i_37_num_qubits_4,94.0,59.0,5.0,99.0,-0.10906052589416504,11.0
614,qfast,50.0,4.0,qubits/i_37_num_qubits_4,75.0,100.0,99.0,174.0,-14.990211963653564,25.0
615,pyzx,50.0,4.0,qubits/i_37_num_qubits_4,45.0,39.0,5.0,50.0,-0.06325936317443848,24.0
616,default,50.0,4.0,qubits/i_38_num_qubits_4,72.0,36.0,12.0,84.0,-7.152557373046875e-07,14.0
617,tket,50.0,4.0,qubits/i_38_num_qubits_4,53.0,25.0,4.0,57.0,-0.05286073684692383,11.0
618,qiskit,50.0,4.0,qubits/i_38_num_qubits_4,70.0,35.0,12.0,82.0,-0.019060373306274414,12.0
619,tpar,50.0,4.0,qubits/i_38_num_qubits_4,87.0,61.0,4.0,91.0,-0.08143734931945801,51.0
620,voqc,50.0,4.0,qubits/i_38_num_qubits_4,80.0,38.0,4.0,84.0,-0.10685038566589355,12.0
621,qfast,50.0,4.0,qubits/i_38_num_qubits_4,36.0,53.0,50.0,86.0,-4.693166971206665,12.0
622,pyzx,50.0,4.0,qubits/i_38_num_qubits_4,31.0,21.0,4.0,35.0,-0.060120582580566406,13.0
623,default,50.0,4.0,qubits/i_39_num_qubits_4,66.0,32.0,12.0,78.0,-7.152557373046875e-07,9.0
624,tket,50.0,4.0,qubits/i_39_num_qubits_4,40.0,19.0,6.0,46.0,-0.05125737190246582,8.0
625,qiskit,50.0,4.0,qubits/i_39_num_qubits_4,66.0,32.0,12.0,78.0,-0.015910863876342773,9.0
626,tpar,50.0,4.0,qubits/i_39_num_qubits_4,60.0,33.0,6.0,66.0,-0.07050442695617676,15.0
627,voqc,50.0,4.0,qubits/i_39_num_qubits_4,89.0,47.0,6.0,95.0,-0.1068429946899414,9.0
628,qfast,50.0,4.0,qubits/i_39_num_qubits_4,30.0,47.0,42.0,72.0,-2.770314931869507,10.0
629,pyzx,50.0,4.0,qubits/i_39_num_qubits_4,39.0,24.0,6.0,45.0,-0.06011223793029785,19.0
630,default,50.0,4.0,qubits/i_40_num_qubits_4,76.0,40.0,12.0,88.0,-4.76837158203125e-07,12.0
631,tket,50.0,4.0,qubits/i_40_num_qubits_4,44.0,29.0,13.0,57.0,-0.0518343448638916,9.0
632,qiskit,50.0,4.0,qubits/i_40_num_qubits_4,74.0,40.0,12.0,86.0,-0.020513534545898438,10.0
633,tpar,50.0,4.0,qubits/i_40_num_qubits_4,77.0,48.0,10.0,87.0,-0.07800459861755371,26.0
634,voqc,50.0,4.0,qubits/i_40_num_qubits_4,114.0,57.0,10.0,124.0,-0.11461949348449707,10.0
635,qfast,50.0,4.0,qubits/i_40_num_qubits_4,39.0,58.0,55.0,94.0,-9.773356914520264,13.0
636,pyzx,50.0,4.0,qubits/i_40_num_qubits_4,49.0,36.0,8.0,57.0,-0.06750369071960449,20.0
637,default,50.0,4.0,qubits/i_41_num_qubits_4,61.0,40.0,15.0,76.0,-9.5367431640625e-07,10.0
638,tket,50.0,4.0,qubits/i_41_num_qubits_4,29.0,18.0,6.0,35.0,-0.04744267463684082,6.0
639,qiskit,50.0,4.0,qubits/i_41_num_qubits_4,61.0,40.0,15.0,76.0,-0.016492128372192383,10.0
640,tpar,50.0,4.0,qubits/i_41_num_qubits_4,71.0,47.0,5.0,76.0,-0.07508325576782227,30.0
641,voqc,50.0,4.0,qubits/i_41_num_qubits_4,78.0,46.0,5.0,83.0,-0.1037602424621582,10.0
642,qfast,50.0,4.0,qubits/i_41_num_qubits_4,18.0,31.0,26.0,44.0,-1.9288642406463623,6.0
643,pyzx,50.0,4.0,qubits/i_41_num_qubits_4,27.0,22.0,5.0,32.0,-0.05859875679016113,11.0
644,default,50.0,4.0,qubits/i_42_num_qubits_4,78.0,35.0,10.0,88.0,-7.152557373046875e-07,9.0
645,tket,50.0,4.0,qubits/i_42_num_qubits_4,42.0,22.0,4.0,46.0,-0.04957938194274902,7.0
646,qiskit,50.0,4.0,qubits/i_42_num_qubits_4,76.0,35.0,10.0,86.0,-0.017872333526611328,7.0
647,tpar,50.0,4.0,qubits/i_42_num_qubits_4,57.0,28.0,4.0,61.0,-0.06987333297729492,14.0
648,voqc,50.0,4.0,qubits/i_42_num_qubits_4,73.0,35.0,4.0,77.0,-0.10443329811096191,7.0
649,qfast,50.0,4.0,qubits/i_42_num_qubits_4,63.0,92.0,85.0,148.0,-38.753137826919556,21.0
650,pyzx,50.0,4.0,qubits/i_42_num_qubits_4,38.0,25.0,4.0,42.0,-0.06465291976928711,17.0
651,default,50.0,4.0,qubits/i_43_num_qubits_4,60.0,40.0,14.0,74.0,-7.152557373046875e-07,15.0
652,tket,50.0,4.0,qubits/i_43_num_qubits_4,36.0,23.0,6.0,42.0,-0.05077052116394043,11.0
653,qiskit,50.0,4.0,qubits/i_43_num_qubits_4,60.0,40.0,14.0,74.0,-0.018971920013427734,15.0
654,tpar,50.0,4.0,qubits/i_43_num_qubits_4,76.0,49.0,6.0,82.0,-0.07812786102294922,41.0
655,voqc,50.0,4.0,qubits/i_43_num_qubits_4,87.0,55.0,6.0,93.0,-0.10938596725463867,13.0
656,qfast,50.0,4.0,qubits/i_43_num_qubits_4,54.0,77.0,74.0,128.0,-15.591959476470947,18.0
657,pyzx,50.0,4.0,qubits/i_43_num_qubits_4,47.0,38.0,6.0,53.0,-0.06369495391845703,23.0
658,default,50.0,4.0,qubits/i_44_num_qubits_4,62.0,36.0,14.0,76.0,-4.76837158203125e-07,9.0
659,tket,50.0,4.0,qubits/i_44_num_qubits_4,44.0,30.0,12.0,56.0,-0.05057501792907715,8.0
660,qiskit,50.0,4.0,qubits/i_44_num_qubits_4,62.0,36.0,14.0,76.0,-0.019989728927612305,9.0
661,tpar,50.0,4.0,qubits/i_44_num_qubits_4,67.0,48.0,6.0,73.0,-0.07390689849853516,24.0
662,voqc,50.0,4.0,qubits/i_44_num_qubits_4,73.0,39.0,6.0,79.0,-0.10642123222351074,9.0
663,qfast,50.0,4.0,qubits/i_44_num_qubits_4,51.0,72.0,71.0,122.0,-14.93871784210205,17.0
664,pyzx,50.0,4.0,qubits/i_44_num_qubits_4,43.0,36.0,6.0,49.0,-0.06505060195922852,18.0
665,default,50.0,4.0,qubits/i_45_num_qubits_4,59.0,36.0,13.0,72.0,-4.76837158203125e-07,10.0
666,tket,50.0,4.0,qubits/i_45_num_qubits_4,36.0,23.0,10.0,46.0,-0.04994034767150879,8.0
667,qiskit,50.0,4.0,qubits/i_45_num_qubits_4,59.0,36.0,13.0,72.0,-0.016262292861938477,10.0
668,tpar,50.0,4.0,qubits/i_45_num_qubits_4,56.0,35.0,9.0,65.0,-0.07161092758178711,24.0
669,voqc,50.0,4.0,qubits/i_45_num_qubits_4,72.0,39.0,9.0,81.0,-0.10640835762023926,10.0
670,qfast,50.0,4.0,qubits/i_45_num_qubits_4,69.0,102.0,89.0,158.0,-13.583162546157837,23.0
671,pyzx,50.0,4.0,qubits/i_45_num_qubits_4,56.0,50.0,9.0,65.0,-0.06975340843200684,24.0
672,default,50.0,4.0,qubits/i_46_num_qubits_4,61.0,36.0,13.0,74.0,-4.76837158203125e-07,12.0
673,tket,50.0,4.0,qubits/i_46_num_qubits_4,29.0,24.0,7.0,36.0,-0.04973268508911133,8.0
674,qiskit,50.0,4.0,qubits/i_46_num_qubits_4,61.0,36.0,13.0,74.0,-0.016436338424682617,12.0
675,tpar,50.0,4.0,qubits/i_46_num_qubits_4,56.0,35.0,7.0,63.0,-0.07131123542785645,20.0
676,voqc,50.0,4.0,qubits/i_46_num_qubits_4,43.0,28.0,7.0,50.0,-0.10019922256469727,10.0
677,qfast,50.0,4.0,qubits/i_46_num_qubits_4,75.0,79.0,99.0,174.0,-38.20352292060852,25.0
678,pyzx,50.0,4.0,qubits/i_46_num_qubits_4,38.0,32.0,7.0,45.0,-0.06063508987426758,19.0
679,default,50.0,4.0,qubits/i_47_num_qubits_4,75.0,45.0,11.0,86.0,-7.152557373046875e-07,16.0
680,tket,50.0,4.0,qubits/i_47_num_qubits_4,53.0,33.0,7.0,60.0,-0.05442047119140625,11.0
681,qiskit,50.0,4.0,qubits/i_47_num_qubits_4,73.0,43.0,11.0,84.0,-0.020774126052856445,14.0
682,tpar,50.0,4.0,qubits/i_47_num_qubits_4,78.0,46.0,7.0,85.0,-0.07745599746704102,29.0
683,voqc,50.0,4.0,qubits/i_47_num_qubits_4,117.0,62.0,7.0,124.0,-0.11483025550842285,14.0
684,qfast,50.0,4.0,qubits/i_47_num_qubits_4,48.0,69.0,66.0,114.0,-13.229309797286987,16.0
685,pyzx,50.0,4.0,qubits/i_47_num_qubits_4,48.0,37.0,7.0,55.0,-0.06517982482910156,24.0
686,default,50.0,4.0,qubits/i_48_num_qubits_4,80.0,37.0,12.0,92.0,-4.76837158203125e-07,8.0
687,tket,50.0,4.0,qubits/i_48_num_qubits_4,35.0,20.0,8.0,43.0,-0.050054073333740234,5.0
688,qiskit,50.0,4.0,qubits/i_48_num_qubits_4,78.0,37.0,12.0,90.0,-0.018396377563476562,6.0
689,tpar,50.0,4.0,qubits/i_48_num_qubits_4,78.0,42.0,8.0,86.0,-0.07590794563293457,28.0
690,voqc,50.0,4.0,qubits/i_48_num_qubits_4,74.0,28.0,8.0,82.0,-0.10477733612060547,6.0
